learner,n_folds,n_rep_folds,dml_procedure,score,n,p_x,p_z,alpha_0,param,R,coverage,coef,Date
regr.cv_glmnet,4,1,dml2,partialling out,500,20,1,1,TRUE,500,0.956,0.912823169311408|0.884967693465026|1.1358809097959|1.03250953444959|0.912321336101071|0.974626316858118|0.766697027522938|0.951728441257298|1.08213281710448|1.06696891638299|0.997061072947662|1.05369939989941|1.14789412816195|1.03049279220365|1.00080939841273|0.913378544675847|0.827073536636331|0.996200086792034|0.796633070316432|1.07596723807144|0.994684723006005|1.20718288720216|0.943786675281464|1.0522058798665|1.05964911574581|0.876634118742529|1.04659873718041|0.911070756428712|1.0192830412262|0.890344032658429|0.919294650059357|1.02039407799251|1.00003367672041|1.08622786143726|1.09084301508592|0.867158979648905|0.838264709318989|1.1157354659237|1.06740876354849|0.792710702630814|0.965055467559079|1.05234803565432|1.01051880256398|1.02894876899091|1.05195028997321|0.908259863458536|0.80318071655424|1.14599184671178|1.02024240905243|0.829804953579205|0.898913804546926|1.04067188841599|1.06946911761592|1.02789859636883|0.963615470065145|0.892362666200121|0.890694050766844|0.804576889228307|0.940845945165691|1.06500608971191|0.842258197634804|0.980095079437395|1.01508308437365|1.02171705817062|1.00534664706512|1.01408270301557|1.15184742415189|0.904316359479698|0.967829479674981|1.00307957752295|1.00131538825655|0.990649903929445|1.08743806672177|1.09076624167916|1.15339501202104|0.998696868380005|0.979657733725252|0.890952058034948|1.113508181238|1.08279759264081|1.00904999336575|0.869219656768208|1.24536306209604|1.00173090760907|0.975628269579662|1.05355778134879|0.870153420643789|1.00303827296516|1.03163060289688|1.06569821465096|0.984036342276863|0.98753065121804|1.09298253892935|0.967096951257295|1.04929225564928|0.886391653658265|0.91853587819688|1.05995687672155|1.0164812262447|0.988538572673491|1.1408390150952|0.955515344455693|0.919671197395749|0.941814123912035|1.02747270140899|0.944702695563351|1.11112434106068|0.968480857864258|0.946083409440792|0.988227190040928|1.14269406033491|0.896437765579945|1.01168868009546|1.11706318734625|0.868926243693656|1.18162973577653|0.969751719034053|1.03769255435932|0.991749005932688|1.08009455662364|0.933787993347312|1.1327670091266|1.03380960211205|0.981753685793048|0.807929530118881|1.03128964836155|0.922710072293165|0.996891790357062|1.03822137576567|0.882467823981862|0.865495368362568|1.08128361152223|1.16463922130038|1.16810690623205|1.04496625086666|1.09449660517994|0.785743717381073|1.02898302249736|0.960225898532468|1.12028693747394|1.03805062905893|1.02751699148306|1.03224385006901|0.964030826939296|0.988674829383577|0.956244639125401|1.08191843623784|0.83792674490217|1.03956969562916|0.912237697332708|0.973653563309584|0.899394828434805|0.961140012646519|0.978136974079861|0.895952600326604|0.968103451621642|1.06707843821248|1.03430217322546|0.814580898624736|0.966345362171498|0.982242070171939|0.97705447198335|1.0097441492094|1.03123667969173|1.09366665455411|0.934393152389605|1.12513800373482|0.803571546744193|1.07982141718578|0.89377449630119|1.11046193698984|0.899595208130197|1.0730577234707|1.11273729551842|0.912897108306304|1.07364288806462|1.05956311224605|0.996143521494104|0.971559190327045|1.00658625432214|0.852721280435551|0.907883765193859|0.821629939424143|1.11521991821433|0.917494472048071|0.940594977468391|1.02232868080724|1.09332391319675|1.07258514564554|0.982153577198422|0.90198911662455|0.965900876185008|1.119200715249|1.12034133912345|1.08282211314441|0.985793808289309|0.89521121463618|0.906948218003158|0.853368775194536|1.05812507808787|0.999319118450411|0.968905800338667|0.958166242518713|1.11045374357005|0.942072090970522|1.0275315340252|0.896012749627384|0.874567902855034|0.815808010698927|1.02444435738734|1.0230093973486|1.04228218887131|1.00966665080041|0.910403300462396|0.875785941098131|1.07233588628268|1.04333075000496|0.866365700262298|0.999859125282353|1.13072922043263|0.920291712627806|0.848432540296834|1.02923233672169|0.848079367502856|1.02920133358337|1.00906368984444|1.05477960501301|1.07820800451247|1.04787370495651|1.0615518591119|0.937116100946873|1.01988316625723|1.20230477624492|0.940510913933608|1.1035141307078|0.982043088813831|1.02817460356247|1.04849153060633|0.913194615194128|1.16403924209001|1.08319040138713|0.972111706855803|1.08247613574957|0.917611530269477|1.05933154795139|1.03168947971931|1.06853032039401|1.12826148063801|0.79169520181687|1.03087911060487|1.00998054047097|0.993754164656064|0.916998403473383|0.906935915430058|1.0977215136487|1.0099397552927|1.0428686727766|0.869339317245455|0.863962818636474|0.98044827678707|0.939888092708266|1.0593224818408|1.08364479932009|0.838789722953472|1.05591192531371|0.999129659617314|1.03342395718713|0.951232426911587|1.09085684370166|0.993531921532945|1.03491961520827|0.976654778346824|1.05815964079431|0.927360747513693|0.916736800546734|0.882064142867693|0.99747450289804|0.864419080784058|1.01145779907307|0.98275836548334|1.07510510797462|0.966218192683722|0.926539554284432|0.981415736947238|1.05236151283299|1.02280870517022|1.02622439524898|0.944596846486827|0.984331642167521|1.02190293809068|1.09520664588937|1.08399367176561|0.96831309759702|0.976081034610512|1.02183445198159|0.997303296010991|1.01624329182052|1.05706397319338|0.899942268228281|0.858307700087414|0.963134725753902|0.970254041203415|0.890923361944145|1.06779108853622|0.9659905457532|1.11181620990284|0.937947462219758|1.03348312782055|1.03741341181156|0.929227048086665|1.10892550072212|1.07432853907606|1.10080932860478|1.14365154962736|1.10848885231412|0.940169418431818|0.99659264095497|1.01255381314888|1.07140592669526|0.744442345620852|0.980849993771353|0.798493486200683|0.921422515594521|0.959106391085066|1.22667339481965|1.12070246470643|1.03786311969426|1.04142748140692|0.916731856175899|1.05689266659897|0.877944810492711|0.932399776448098|1.03172873436093|1.04316672950221|1.008479554055|0.962447155548577|1.18517680506959|1.10531365545727|0.999793099305276|0.963168891865731|1.03164021667732|0.943245820548776|1.05797625511261|1.00242630046479|0.947482586252783|0.972745020708277|0.954782677310095|0.805034805563026|0.895469318608012|1.14002296350131|0.742636069226495|0.877415014131674|1.09657523780247|0.958944001130056|0.896415247235414|0.822786405057569|1.0267196596662|0.899958691282434|0.96823472680544|1.22670796155372|1.00553808233771|1.08532133344836|0.96147335287566|1.10030746701085|0.893515197973441|0.986149078519636|1.10553035278881|1.12930743079361|1.0869603476645|0.904750533539261|0.973225597534552|0.968880894707968|0.951417992438714|0.999283994435285|1.02731517748232|0.945466488257476|0.946185514805139|1.02952132132733|1.103368762727|0.84242218069693|1.01315413202765|1.02888215994975|0.961604017692926|0.907185512864958|0.933910099354596|1.05422675415228|1.09914187451665|1.11313784322283|0.953244040179636|1.02905247206028|1.04709965540035|0.929777393897744|0.965227957651611|1.02458439210471|1.08373477695548|1.05467353694214|1.15071350344197|1.00979503701941|1.11822586033857|0.992349281849742|0.920445155741807|0.970067158438815|1.02279584106018|0.826787620727937|1.03149369585852|0.926951748875726|0.968689716539968|0.8741583380895|0.90995414144922|0.999316960622936|0.999805589317133|1.10553011247263|0.804930312970013|1.06772889878489|0.80865736719213|0.744331964736989|0.946797231492659|1.08596539769386|1.00341598044493|0.932599199509492|1.14327204082441|0.955348758007197|1.06267806708472|0.972726651162188|0.68834113244786|1.21739908087463|0.910615364381324|1.08632328378398|0.800588011528184|0.978193709310628|1.02222211251555|0.897689364129823|1.02510103235803|1.00802747928841|0.970764599843455|1.19166471023135|1.05559362332179|0.90471903685876|1.04941779647295|1.06862242622813|0.97336500083855|1.12282151025302|0.982938862881169|0.906772902334055|0.860813509301403|1.02611128230341|1.09266730500738|1.08606656751041|1.07305224157566|1.07225341352602|0.894226112210682|0.985383599820565|1.08251099660666|0.815806219669678|0.966234423285045|0.925103990310697|1.07638800731012|1.0831873909843|0.978774313113334|1.00592927398605|1.13791265652894|0.888938562019252|0.892123003812097|0.975592801629856|1.12828100891301|0.956765140049623|0.979629587045381|1.223379715057|1.13977721731513|0.933040967617019|1.04264567134948|0.942675768526264|0.955236280078432|1.12612582269685|1.00744713571888|0.898491235535812|0.957196282429102|1.07258771451509|1.0554954824727|1.06688604490257|1.02589325469655|1.08284055718516|1.00461885739691|1.11772144734709|0.987417532744493|0.95920706248514|0.766007450179485|1.11282292151738|0.970458060393869|1.08652610701387|1.00837497153455|1.04899479222394|1.09659414251676|1.0498095628976|0.884272465732634|1.07485749162558|0.973444593971772|1.07230140903612|0.988961185660597|0.922370129944105,2021-08-04
